PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
479,0,3,0,22.0,0,0,7.5208,0,0
837,0,3,0,21.0,0,0,8.6625,0,0
8,0,3,0,2.0,3,1,21.075,0,0
712,0,1,0,29.31946987951807,0,0,26.55,1,0
317,1,2,1,24.0,1,0,26.0,0,0
561,0,3,0,29.31946987951807,0,0,7.75,0,2
754,0,3,0,23.0,0,0,7.8958,0,0
36,0,1,0,42.0,1,0,52.0,0,0
554,1,3,0,22.0,0,0,7.225,0,1
458,1,1,1,29.31946987951807,1,0,51.8625,1,0
486,0,3,1,29.31946987951807,3,1,25.4667,0,0
178,0,1,1,50.0,0,0,28.7125,1,1
105,0,3,0,37.0,2,0,7.925,0,0
885,0,3,0,25.0,0,0,7.05,0,0
189,0,3,0,40.0,1,1,15.5,0,2
135,0,2,0,25.0,0,0,13.0,0,0
762,0,3,0,41.0,0,0,7.125,0,0
65,0,1,0,29.31946987951807,0,0,27.7208,0,1
662,0,3,0,40.0,0,0,7.225,0,1
92,0,3,0,20.0,0,0,7.8542,0,0
610,1,1,1,40.0,0,0,153.4625,1,0
437,0,3,1,21.0,2,2,34.375,0,0
747,0,3,0,16.0,1,1,20.25,0,0
40,1,3,1,14.0,1,0,11.2417,0,1
745,1,3,0,31.0,0,0,7.925,0,0
86,1,3,1,33.0,3,0,15.85,0,0
164,0,3,0,17.0,0,0,8.6625,0,0
664,0,3,0,36.0,0,0,7.4958,0,0
732,0,3,0,11.0,0,0,18.7875,0,1
599,0,3,0,29.31946987951807,0,0,7.225,0,1
33,1,3,1,29.31946987951807,0,0,7.75,0,2
524,1,1,1,44.0,0,1,57.9792,1,1
397,0,3,1,31.0,0,0,7.8542,0,0
651,0,3,0,29.31946987951807,0,0,7.8958,0,0
517,1,2,1,34.0,0,0,10.5,1,0
363,0,3,1,45.0,0,1,14.4542,0,1
575,0,3,0,16.0,0,0,8.05,0,0
357,1,1,1,22.0,0,1,55.0,1,0
261,0,3,0,29.31946987951807,0,0,7.75,0,2
252,0,3,1,29.0,1,1,10.4625,1,0
68,0,3,0,19.0,0,0,8.1583,0,0
257,1,1,1,29.31946987951807,0,0,79.2,0,1
523,0,3,0,29.31946987951807,0,0,7.225,0,1
303,0,3,0,19.0,0,0,0.0,0,0
702,1,1,0,35.0,0,0,26.2875,1,0
356,0,3,0,28.0,0,0,9.5,0,0
223,0,3,0,51.0,0,0,8.05,0,0
6,0,3,0,29.31946987951807,0,0,8.4583,0,2
641,0,3,0,20.0,0,0,7.8542,0,0
50,0,3,1,18.0,1,0,17.8,0,0
425,0,3,0,18.0,1,1,20.2125,0,0
663,0,1,0,47.0,0,0,25.5875,1,0
724,0,2,0,50.0,0,0,13.0,0,0
793,0,3,1,29.31946987951807,8,2,69.55,0,0
674,1,2,0,31.0,0,0,13.0,0,0
609,1,2,1,22.0,1,2,41.5792,0,1
598,0,3,0,49.0,0,0,0.0,0,0
592,1,1,1,52.0,1,0,78.2667,1,1
163,0,3,0,26.0,0,0,7.775,0,0
302,1,3,0,29.31946987951807,2,0,23.25,0,2
228,0,3,0,20.5,0,0,7.25,0,0
507,1,2,1,33.0,0,2,26.0,0,0
149,0,2,0,36.5,0,2,26.0,1,0
493,0,1,0,55.0,0,0,30.5,1,0
449,1,3,1,5.0,2,1,19.2583,0,1
175,0,1,0,56.0,0,0,30.6958,1,1
190,0,3,0,36.0,0,0,7.8958,0,0
605,1,1,0,35.0,0,0,26.55,0,1
495,0,3,0,21.0,0,0,8.05,0,0
668,0,3,0,29.31946987951807,0,0,7.775,0,0
671,1,2,1,40.0,1,1,39.0,0,0
251,0,3,0,29.31946987951807,0,0,7.25,0,0
213,0,3,0,22.0,0,0,7.25,0,0
79,1,2,0,0.83,0,2,29.0,0,0
452,0,3,0,29.31946987951807,1,0,19.9667,0,0
122,0,3,0,29.31946987951807,0,0,8.05,0,0
268,1,3,0,25.0,1,0,7.775,0,0
543,0,3,1,11.0,4,2,31.275,0,0
17,0,3,0,2.0,4,1,29.125,0,2
697,0,3,0,44.0,0,0,8.05,0,0
265,0,3,1,29.31946987951807,0,0,7.75,0,2
593,0,3,0,47.0,0,0,7.25,0,0
710,1,3,0,29.31946987951807,1,1,15.2458,0,1
787,1,3,1,18.0,0,0,7.4958,0,0
52,0,3,0,21.0,0,0,7.8,0,0
172,0,3,0,4.0,4,1,29.125,0,2
218,0,2,0,42.0,1,0,27.0,0,0
489,0,3,0,30.0,0,0,8.05,0,0
611,0,3,1,39.0,1,5,31.275,0,0
455,0,3,0,29.31946987951807,0,0,8.05,0,0
117,0,3,0,70.5,0,0,7.75,0,2
101,0,3,1,28.0,0,0,7.8958,0,0
381,1,1,1,42.0,0,0,227.525,0,1
887,0,2,0,27.0,0,0,13.0,0,0
240,0,2,0,33.0,0,0,12.275,0,0
49,0,3,0,29.31946987951807,2,0,21.6792,0,1
279,0,3,0,7.0,4,1,29.125,0,2
406,0,2,0,34.0,1,0,21.0,0,0
444,1,2,1,28.0,0,0,13.0,0,0
723,0,2,0,34.0,0,0,13.0,0,0
647,0,3,0,19.0,0,0,7.8958,0,0
741,1,1,0,29.31946987951807,0,0,30.0,1,0
629,0,3,0,26.0,0,0,7.8958,0,0
97,0,1,0,71.0,0,0,34.6542,1,1
817,0,3,1,23.0,0,0,7.925,0,0
616,1,2,1,24.0,1,2,65.0,0,0
332,0,1,0,45.5,0,0,28.5,1,0
329,1,3,1,31.0,1,1,20.525,0,0
154,0,3,0,40.5,0,2,14.5,0,0
71,0,2,0,32.0,0,0,10.5,0,0
200,0,2,1,24.0,0,0,13.0,0,0
418,1,2,1,18.0,0,2,13.0,0,0
768,0,3,1,30.5,0,0,7.75,0,2
221,1,3,0,16.0,0,0,8.05,0,0
104,0,3,0,33.0,0,0,8.6542,0,0
248,1,2,1,24.0,0,2,14.5,0,0
295,0,3,0,24.0,0,0,7.8958,0,0
644,1,3,0,29.31946987951807,0,0,56.4958,0,0
666,0,2,0,32.0,2,0,73.5,0,0
698,1,3,1,29.31946987951807,0,0,7.7333,0,2
484,1,3,1,63.0,0,0,9.5875,0,0
139,0,3,0,16.0,0,0,9.2167,0,0
483,0,3,0,50.0,0,0,8.05,0,0
70,0,3,0,26.0,2,0,8.6625,0,0
404,0,3,0,28.0,1,0,15.85,0,0
461,1,1,0,48.0,0,0,26.55,1,0
106,0,3,0,28.0,0,0,7.8958,0,0
196,1,1,1,58.0,0,0,146.5208,1,1
810,1,1,1,33.0,1,0,53.1,1,0
137,1,1,1,19.0,0,2,26.2833,1,0
688,0,3,0,19.0,0,0,10.1708,0,0
95,0,3,0,59.0,0,0,7.25,0,0
165,0,3,0,1.0,4,1,39.6875,0,0
383,0,3,0,32.0,0,0,7.925,0,0
879,0,3,0,29.31946987951807,0,0,7.8958,0,0
74,0,3,0,26.0,1,0,14.4542,0,1
729,0,2,0,25.0,1,0,26.0,0,0
813,0,2,0,35.0,0,0,10.5,0,0
488,0,1,0,58.0,0,0,29.7,1,1
471,0,3,0,29.31946987951807,0,0,7.25,0,0
799,0,3,0,30.0,0,0,7.2292,0,1
94,0,3,0,26.0,1,2,20.575,0,0
433,1,2,1,42.0,1,0,26.0,0,0
678,1,3,1,18.0,0,0,9.8417,0,0
785,0,3,0,25.0,0,0,7.05,0,0
198,0,3,0,42.0,0,1,8.4042,0,0
808,0,3,1,18.0,0,0,7.775,0,0
431,1,1,0,28.0,0,0,26.55,1,0
194,1,2,0,3.0,1,1,26.0,1,0
769,0,3,0,29.31946987951807,1,0,24.15,0,2
333,0,1,0,38.0,0,1,153.4625,1,0
490,1,3,0,9.0,1,1,15.9,0,0
367,1,1,1,60.0,1,0,75.25,1,1
342,1,1,1,24.0,3,2,263.0,1,0
438,1,2,1,24.0,2,3,18.75,0,0
344,0,2,0,25.0,0,0,13.0,0,0
623,1,3,0,20.0,1,1,15.7417,0,1
233,0,2,0,59.0,0,0,13.5,0,0
557,1,1,1,48.0,1,0,39.6,1,1
640,0,3,0,29.31946987951807,1,0,16.1,0,0
287,1,3,0,30.0,0,0,9.5,0,0
305,0,3,0,29.31946987951807,0,0,8.05,0,0
323,1,2,1,30.0,0,0,12.35,0,2
56,1,1,0,29.31946987951807,0,0,35.5,1,0
38,0,3,0,21.0,0,0,8.05,0,0
472,0,3,0,38.0,0,0,8.6625,0,0
704,0,3,0,25.0,0,0,7.7417,0,2
591,0,3,0,35.0,0,0,7.125,0,0
509,0,3,0,28.0,0,0,22.525,0,0
396,0,3,0,22.0,0,0,7.7958,0,0
385,0,3,0,29.31946987951807,0,0,7.8958,0,0
516,0,1,0,47.0,0,0,34.0208,1,0
498,0,3,0,29.31946987951807,0,0,15.1,0,0
337,0,1,0,29.0,1,0,66.6,1,0
132,0,3,0,20.0,0,0,7.05,0,0
890,1,1,0,26.0,0,0,30.0,1,1
570,1,3,0,32.0,0,0,7.8542,0,0
529,0,3,0,39.0,0,0,7.925,0,0
667,0,2,0,25.0,0,0,13.0,0,0
487,1,1,1,35.0,1,0,90.0,1,0
883,0,3,1,22.0,0,0,10.5167,0,0
691,1,1,0,31.0,1,0,57.0,1,0
656,0,2,0,24.0,2,0,73.5,0,0
542,0,3,1,9.0,4,2,31.275,0,0
869,0,3,0,29.31946987951807,0,0,9.5,0,0
457,0,1,0,65.0,0,0,26.55,1,0
245,0,3,0,30.0,0,0,7.225,0,1
781,1,3,1,13.0,0,0,7.2292,0,1
676,0,3,0,18.0,0,0,7.775,0,0
182,0,2,0,29.31946987951807,0,0,15.05,0,1
805,1,3,0,27.0,0,0,6.975,0,0
552,0,2,0,27.0,0,0,26.0,0,0
234,1,3,1,5.0,4,2,31.3875,0,0
255,0,3,1,41.0,0,2,20.2125,0,0
827,0,3,0,29.31946987951807,0,0,56.4958,0,0
76,0,3,0,25.0,0,0,7.65,1,0
226,0,3,0,22.0,0,0,9.35,0,0
445,1,3,0,29.31946987951807,0,0,8.1125,0,0
779,0,3,0,29.31946987951807,0,0,7.7375,0,2
338,1,1,1,41.0,0,0,134.5,1,1
670,1,1,1,29.31946987951807,1,0,52.0,1,0
454,1,1,0,49.0,1,0,89.1042,1,1
372,0,3,0,18.0,1,0,6.4958,0,0
285,0,1,0,29.31946987951807,0,0,26.0,1,0
57,1,2,1,21.0,0,0,10.5,0,0
568,0,3,1,29.0,0,4,21.075,0,0
726,0,3,0,20.0,0,0,8.6625,0,0
847,0,3,0,29.31946987951807,8,2,69.55,0,0
215,0,3,0,29.31946987951807,1,0,7.75,0,2
617,0,3,0,34.0,1,1,14.4,0,0
141,0,3,1,29.31946987951807,0,2,15.2458,0,1
725,1,1,0,27.0,1,0,53.1,1,0
446,1,1,0,4.0,0,2,81.8583,1,0
797,1,1,1,49.0,0,0,25.9292,1,0
64,0,3,0,4.0,3,2,27.9,0,0
376,1,1,1,29.31946987951807,1,0,82.1708,0,1
46,0,3,0,29.31946987951807,0,0,8.05,0,0
708,1,1,0,42.0,0,0,26.2875,1,0
361,0,3,0,40.0,1,4,27.9,0,0
736,0,3,0,28.5,0,0,16.1,0,0
47,0,3,0,29.31946987951807,1,0,15.5,0,2
75,1,3,0,32.0,0,0,56.4958,0,0
209,1,3,1,16.0,0,0,7.75,0,2
103,0,1,0,21.0,0,1,77.2875,1,0
841,0,3,0,20.0,0,0,7.925,0,0
695,0,1,0,60.0,0,0,26.55,0,0
559,1,1,1,39.0,1,1,79.65,1,0
845,0,3,0,17.0,0,0,8.6625,0,0
80,1,3,1,30.0,0,0,12.475,0,0
87,0,3,0,16.0,1,3,34.375,0,0
129,1,3,1,29.31946987951807,1,1,22.3583,1,1
304,1,2,1,29.31946987951807,0,0,12.35,1,2
424,0,3,1,28.0,1,1,14.4,0,0
160,0,3,0,29.31946987951807,8,2,69.55,0,0
614,0,3,0,29.31946987951807,0,0,7.75,0,2
430,1,3,0,32.0,0,0,8.05,1,0
583,0,2,0,54.0,0,0,26.0,0,0
886,0,3,1,39.0,0,5,29.125,0,2
828,1,2,0,1.0,0,2,37.0042,0,1
296,0,1,0,29.31946987951807,0,0,27.7208,0,1
421,0,3,0,29.31946987951807,0,0,7.8958,0,1
855,0,2,1,44.0,1,0,26.0,0,0
365,0,3,0,29.31946987951807,1,0,15.5,0,2
146,0,2,0,19.0,1,1,36.75,0,0
801,0,2,0,34.0,0,0,13.0,0,0
51,0,3,0,7.0,4,1,39.6875,0,0
750,0,3,0,31.0,0,0,7.75,0,2
121,0,2,0,21.0,2,0,73.5,0,0
15,0,3,1,14.0,0,0,7.8542,0,0
694,0,3,0,25.0,0,0,7.225,0,1
384,1,1,1,35.0,1,0,52.0,0,0
21,0,2,0,35.0,0,0,26.0,0,0
766,1,1,1,51.0,1,0,77.9583,1,0
878,0,3,0,19.0,0,0,7.8958,0,0
173,1,3,1,1.0,1,1,11.1333,0,0
470,1,3,1,0.75,2,1,19.2583,0,1
646,1,1,0,48.0,1,0,76.7292,1,1
771,0,3,0,24.0,0,0,9.5,0,0
378,0,1,0,27.0,0,2,211.5,1,1
414,0,2,0,29.31946987951807,0,0,0.0,0,0
877,0,3,0,20.0,0,0,9.8458,0,0
428,1,2,1,19.0,0,0,26.0,0,0
597,1,2,1,29.31946987951807,0,0,33.0,0,0
166,1,3,0,9.0,0,2,20.525,0,0
420,0,3,1,10.0,0,2,24.15,0,0
400,1,2,1,28.0,0,0,12.65,0,0
824,1,3,1,27.0,0,1,12.475,1,0
364,0,3,0,35.0,0,0,7.05,0,0
811,0,3,0,26.0,0,0,7.8875,0,0
107,1,3,1,21.0,0,0,7.65,0,0
276,1,1,1,63.0,1,0,77.9583,1,0
870,1,3,0,4.0,1,1,11.1333,0,0
481,0,3,0,9.0,5,2,46.9,0,0
773,0,2,1,57.0,0,0,10.5,1,0
360,1,3,1,29.31946987951807,0,0,7.8792,0,2
544,1,2,0,32.0,1,0,26.0,0,0
280,1,3,1,35.0,1,1,20.25,0,0
780,1,1,1,43.0,0,1,211.3375,1,0
891,0,3,0,32.0,0,0,7.75,0,2
23,1,3,1,15.0,0,0,8.0292,0,2
526,0,3,0,40.5,0,0,7.75,0,2
576,0,3,0,19.0,0,0,14.5,0,0
549,0,3,0,33.0,1,1,20.525,0,0
536,1,2,1,7.0,0,2,26.25,0,0
650,1,3,1,23.0,0,0,7.55,0,0
740,0,3,0,29.31946987951807,0,0,7.8958,0,0
749,0,1,0,19.0,1,0,53.1,1,0
61,0,3,0,22.0,0,0,7.2292,0,1
696,0,2,0,52.0,0,0,13.5,0,0
41,0,3,1,40.0,1,0,9.475,0,0
742,0,1,0,36.0,1,0,78.85,1,0
751,1,2,1,4.0,1,1,23.0,0,0
839,1,3,0,32.0,0,0,56.4958,0,0
108,1,3,0,29.31946987951807,0,0,7.775,0,0
275,1,3,1,29.31946987951807,0,0,7.75,0,2
231,1,1,1,35.0,1,0,83.475,1,0
111,0,1,0,47.0,0,0,52.0,1,0
531,1,2,1,2.0,1,1,26.0,0,0
602,0,3,0,29.31946987951807,0,0,7.8958,0,0
547,1,2,1,19.0,1,0,26.0,0,0
334,0,3,0,16.0,2,0,18.0,0,0
790,0,1,0,46.0,0,0,79.2,1,1
413,1,1,1,33.0,1,0,90.0,1,2
606,0,3,0,36.0,1,0,15.55,0,0
120,0,3,1,2.0,4,2,31.275,0,0
858,1,1,0,51.0,0,0,26.55,1,0
158,0,3,0,30.0,0,0,8.05,0,0
844,0,3,0,34.5,0,0,6.4375,0,1
871,0,3,0,26.0,0,0,7.8958,0,0
291,1,1,1,26.0,0,0,78.85,0,0
96,0,3,0,29.31946987951807,0,0,8.05,0,0
716,0,3,0,19.0,0,0,7.65,1,0
638,0,2,0,31.0,1,1,26.25,0,0
588,1,1,0,60.0,1,1,79.2,1,1
648,1,1,0,56.0,0,0,35.5,1,1
734,0,2,0,23.0,0,0,13.0,0,0
763,1,3,0,20.0,0,0,7.2292,0,1
540,1,1,1,22.0,0,2,49.5,1,1
126,1,3,0,12.0,1,0,11.2417,0,1
98,1,1,0,23.0,0,1,63.3583,1,1
558,0,1,0,29.31946987951807,0,0,227.525,0,1
403,0,3,1,21.0,1,0,9.825,0,0
243,0,2,0,29.0,0,0,10.5,0,0
138,0,1,0,37.0,1,0,53.1,1,0
159,0,3,0,29.31946987951807,0,0,8.6625,0,0
244,0,3,0,22.0,0,0,7.125,0,0
348,1,3,1,29.31946987951807,1,0,16.1,0,0
320,1,1,1,40.0,1,1,134.5,1,1
177,0,3,0,29.31946987951807,3,1,25.4667,0,0
202,0,3,0,29.31946987951807,8,2,69.55,0,0
480,1,3,1,2.0,0,1,12.2875,0,0
16,1,2,1,55.0,0,0,16.0,0,0
435,0,1,0,50.0,1,0,55.9,1,0
326,1,1,1,36.0,0,0,135.6333,1,1
791,0,3,0,29.31946987951807,0,0,7.75,0,2
888,1,1,1,19.0,0,0,30.0,1,0
185,1,3,1,4.0,0,2,22.025,0,0
834,0,3,0,23.0,0,0,7.8542,0,0
